,course_id,title,credit,description,faculty,department,prerequesite,corequesite,prof name,semesters
1460,CEFN 221,Functional French Grammar/Writing 2,3.0,"French Communication : Designed for students at a Mid Intermediate level wishing to acquire competency in reading and writing at this level. Vocabulary and grammar through written/oral exercises and communicative activities embedded in social/work related situations, including linguistic accuracy needed in socio-cultural settings and in professional life.  /
Ce cours s'adresse aux étudiants de niveau intermédiaire moyen qui veulent développer, en compréhension et expression écrites, une compétence propre à ce niveau. L'étude du vocabulaire et de la grammaire se fait par le biais d'exercices écrits et oraux, ainsi que par des activités communicatives menées dans un contexte socioculturel et professionnel. L'accent est mis sur la précision linguistique requise pour être efficace en société et au travail.    ",School of Continuing Studies,Language & Intercultural Comm.,CEFN 211 and CEFN 212 or Entrance Placement Test or Permission of the Director ,CEFN 222 ,"{'Fall': ['Marie Blanchet', 'Morag Valino'], 'Winter': ['Marie Blanchet', 'Morag Valino'], 'Summer': ['Morag Valino']}","{'Summer', 'Fall', 'Winter'}"
1461,CEFN 222,French Communication Practice 2,3.0,"French Communication : Designed for students at a Mid Intermediate level wishing to acquire oral and written communicative competence at this level. Vocabulary, grammar and strategies needed in professional life and in socio-cultural situations, including listening and communicative skills.  /
Ce cours s'adresse aux étudiants de niveau intermédiaire moyen qui veulent développer, en communication orale et écrite, une compétence propre à ce niveau. Il vise à développer le vocabulaire, la grammaire et les stratégies nécessaires pour interagir dans la vie professionnelle et dans diverses situations socioculturelles. L'accent est mis sur l'écoute et l'aptitude à communiquer.    ",School of Continuing Studies,Language & Intercultural Comm.,CEFN 211 and CEFN 212 or Entrance Placement Test or Permission of the Director ,CEFN 221 ,"{'Fall': ['Sonia Esteves', 'Tomasz Kiczka'], 'Winter': ['Tomasz Kiczka', 'Sonia Esteves'], 'Summer': ['Tomasz Kiczka']}","{'Summer', 'Fall', 'Winter'}"
1462,CEFN 331,Functional French Grammar/Writing 3,3.0,"French Communication : Designed for students at a High Intermediate level wishing to acquire competency in reading and writing at this level. Vocabulary and grammar through written/oral exercises and communicative activities embedded in social/work related situations, including linguistic accuracy needed in socio-cultural settings and in professional life.  /
Ce cours s'adresse aux étudiants de niveau intermédiaire élevé qui veulent développer, en compréhension et expression écrites, une compétence propre à ce niveau. L'étude du vocabulaire et de la grammaire se fait par le biais d'exercices écrits et oraux, ainsi que par des activités communicatives menées dans un contexte socioculturel et professionnel. L'accent est mis sur la précision linguistique requise pour être efficace en société et au travail.    ",School of Continuing Studies,Language & Intercultural Comm.,CEFN 221 and CEFN 222 or Entrance Placement Test or Permission of the Director ,CEFN 332 ,"{'Fall': ['Diana Fares', 'Julie Bramond', 'Katayoun Hojjat'], 'Winter': ['Julie Bramond', 'Diana Fares'], 'Summer': ['Diana Fares']}","{'Summer', 'Fall', 'Winter'}"
1463,CEFN 332,French Communication Practice 3,3.0,"French Communication : Designed for students at a High Intermediate level wishing to acquire oral and written communicative competence at this level. Vocabulary, grammar and strategies needed in professional life and in socio-cultural situations, including listening and communicative skills.  /
Ce cours s'adresse aux étudiants de niveau intermédiaire élevé qui veulent développer, en communication orale et écrite, une compétence propre à ce niveau. Il vise à développer le vocabulaire, la grammaire et les stratégies nécessaires pour interagir dans la vie professionnelle et dans diverses situations socioculturelles. L'accent est mis sur l'écoute et l'aptitude à communiquer.    ",School of Continuing Studies,Language & Intercultural Comm.,CEFN 221 and CEFN 222 or Entrance Placement Test or Permission of the Director ,CEFN 331 ,"{'Fall': ['Jean Dumont', 'Daniele Lissouba'], 'Winter': ['Daniele Lissouba', 'Roch Deslauriers'], 'Summer': ['Jean Dumont']}","{'Summer', 'Fall', 'Winter'}"
1464,CEFN 401,French Vocabulary in Context,3.0,"French Communication : Focuses on French communication through the study of vocabulary and its function in discourse. Broadens the field and mode of oral/written communication by developing ""lexical competence"". Identifies the nature and role of words, phrases and idioms through the study of semantics and intense practice of vocabulary in context./ Ce cours se concentre sur la communication par le truchement de l'étude du vocabulaire et de ses fonctions dans le discours. Il cherche à développer une véritable « compétence lexicale » tant à l'oral qu'à l'écrit. L'enrichissement  du vocabulaire se fera par l'identification de la nature et du rôle des mots, des locutions ou des expressions figées, par l'étude des champs sémantiques et par une pratique intensive favorisant le réemploi en contexte.

    ",School of Continuing Studies,Language & Intercultural Comm.,"CEFN 331 and CEFN 332, or Entrance Placement Test, or Permission of the Director ",,"{'Fall': ['Isabelle Aubouy'], 'Summer': ['Isabelle Aubouy']}","{'Summer', 'Fall'}"
1465,CEFN 402,Persuasive French in Communication,3.0,"French Communication : Development of oral and written skills necessary for efficient communication in persuasive and argumentative situations, including argumentation mechanisms, and a study of linguistic and discursive elements for the convincing transmission of complex ideas./ Ce cours vise à développer, tant à l'oral qu'à l'écrit, les compétences nécessaires pour communiquer efficacement dans des échanges argumentés. Il traite des mécanismes de l'argumentation et propose une étude des éléments linguistiques et discursifs permettant une transmission convaincante d'idées complexes.
    ",School of Continuing Studies,Language & Intercultural Comm.,"CEFN 331 and CEFN 332, or Entrance Placement Test, or Permission of the Director ",,{'Winter': ['Marion Vergues']},{'Winter'}
1466,CEFN 411,French Grammar/Writing Techniques,3.0,"French Communication : Designed for students at an advanced level. Reviews grammatical structures. Explores specialized vocabulary and writing techniques for coherence, conciseness, clarity, accuracy, style, tone and audience. Strategies for revising, editing and effectively communicating the written message.   /
Ce cours propose aux étudiants de niveau avancé une révision des règles grammaticales, un examen du vocabulaire spécialisé et l'étude de stratégies permettant de rédiger avec plus de cohérence, de clarté, de concision, de précision et d'efficacité. Le cours présente aussi quelques techniques d'autocorrection.    ",School of Continuing Studies,Language & Intercultural Comm.,CEFN 331 and CEFN 332 or Entrance Placement Test or Permission of the Director ,CEFN 412 ,"{'Fall': ['Noémie Girerd'], 'Winter': ['Melina Martin'], 'Summer': ['Melina Martin']}","{'Summer', 'Fall', 'Winter'}"
1467,CEFN 412,French Oral Communication Techniques,3.0,"French Communication : Designed for students at an advanced level. Provides principles and practice of effective oral communication. Focuses on accuracy, interaction, meaning, and fluency in a variety of work-related situations, including techniques for informative, persuasive, argumentative, and impromptu speaking.  / 
Ce cours permet aux étudiants de niveau avancé de développer et de mettre en pratique les techniques nécessaires à une communication orale efficace. L'accent est mis sur la précision linguistique, la compétence pragmatique et l'aisance requises dans une variété de situations professionnelles. Des techniques propres à différents types de discours (informatif, persuasif, argumentatif, impromptu) sont aussi examinées.    ",School of Continuing Studies,Language & Intercultural Comm.,CEFN 331 and CEFN 332 or Entrance Placement Test or Permission of the Director ,CEFN 411 ,"{'Fall': ['Stephanie Berard'], 'Winter': ['Stephanie Berard'], 'Summer': ['Daniele Lissouba']}","{'Summer', 'Fall', 'Winter'}"
1468,CEFN 421,French Written Communication Contexts,3.0,"French Communication : Designed for students at an advanced level. Emphasizes formal and informal advanced written communication for social/professional purposes in inter-personal, group and organizational settings. Focuses on a variety of North American and international contexts.  /
Ce cours permet aux étudiants de niveau avancé de s'exercer à la rédaction d'une grande variété de communications écrites répondant à des objectifs sociaux ou professionnels spécifiques: lettres ou documents formels ou informels, adressés à des individus, à des groupes de personnes ou à des organismes. Ces communications sont étudiées dans des contextes nord-américains et internationaux.    ",School of Continuing Studies,Language & Intercultural Comm.,CEFN 411 and CEFN 412 or Entrance Placement Test or Permission of the Director ,CEFN 422 ,{'Winter': ['Isabelle Aubouy']},{'Winter'}
1469,CEFN 422,French Oral Communication Contexts,3.0,"French Communication : Designed for students at an advanced level. Focuses on advanced formal and informal oral communication for social/professional purposes in inter-personal, group and organizational contexts. Explores the discourse of professional milieus in North American and international settings.   /
Ce cours permet aux étudiants de niveau avancé de s'exercer à une grande variété de communications orales répondant à des objectifs sociaux ou professionnels spécifiques : discours formels ou informels, adressés à des individus, à des groupes de personnes ou à des organismes. Ces communications orales sont étudiées dans des contextes nord-américains et internationaux.    ",School of Continuing Studies,Language & Intercultural Comm.,CEFN 411 and CEFN 412 or Entrance Placement Test or Permission of the Director ,CEFN 421 ,"{'Fall': ['Marion Vergues'], 'Summer': ['Marion Vergues']}","{'Summer', 'Fall'}"
1470,CEGL 102,Basic English,11.0,"English (CCE) : For students with little or no knowledge of English, classes will provide instruction in listening, speaking, reading and writing. Course content, including grammatical structures, phonetics and thematic vocabulary, is aimed at helping the students develop the basic linguistic and communicative skills required to operate in simple day-to-day situations. / Conçu pour les débutants, ce cours vise à apprendre aux
étudiants à écouter, parler, lire et écrire en anglais à un niveau de base. Les contenus du cours, notamment la grammaire, la phonétique et un vocabulaire thématique, aideront les étudiants à développer les aptitudes linguistiques et communicatives de base dont ils ont besoin pour interagir dans des situations simples de la vie quotidienne.
    ",School of Continuing Studies,Language & Intercultural Comm.,Entrance Placement Test or Permission of Program Director ,,{},set()
1471,CEGL 104,Elementary English 1,11.0,"English (CCE) : For students with basic knowledge of English, classes will provide instruction in listening, speaking, reading and writing. Course content, including grammar, phonetics, thematic vocabulary and functional expressions, is aimed at helping the students develop the basic linguistic and communicative skills required to operate in simple social contexts. / Conçu pour les étudiants qui ont une connaissance de base de l'anglais, ce cours vise à développer les quatre savoirs : écouter, parler, lire et écrire. Les contenus du cours, notamment la grammaire, la phonétique, un vocabulaire thématique et des expressions usuelles, aideront les étudiants à consolider les aptitudes linguistiques et communicatives dont ils ont besoin pour interagir dans des situations simples de la vie sociale.
    ",School of Continuing Studies,Language & Intercultural Comm.,CEGL 102 or Entrance Placement Test or Permission of the Director ,,"{'Fall': ['Yong He Lee'], 'Winter': ['Patricia Tokai']}","{'Fall', 'Winter'}"
1472,CEGL 106,Elementary English 2,11.0,"English (CCE) : Instruction in listening, speaking, reading and writing English, including grammar, phonetics, thematic vocabulary and functional expressions, is aimed at helping students develop the linguistic and communicative skills required to operate in various simple social and cultural contexts./ Ce cours vise à développer la compréhension et l'expression orales, la lecture et l'écriture en langue anglaise. Il inclut l'étude de la grammaire, de la phonétique, du vocabulaire thématique et des expressions usuelles. Il vise aussi à aider les étudiants à acquérir les compétences linguistiques et communicatives dont ils ont besoin pour interagir dans des situations socioculturelles simples mais variées.

    ",School of Continuing Studies,Language & Intercultural Comm.,CEGL 104 or Entrance Placement Test or Permission of the Director ,,"{'Fall': ['Elizabeth Davidson', 'Patricia Tokai', 'Anna Manno'], 'Winter': ['Elizabeth Davidson', 'Melanie Stuy']}","{'Fall', 'Winter'}"
1473,CEGL 110,English Communication Level 1A,5.0,"English (CCE) : First of four beginner-level workshops/courses designed for specific professional purposes.  Develops functional linguistic and communicative competence in all four skills: reading, writing, listening and speaking.    ",School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test (EPT), or Permission of the Director ",,{},set()
1474,CEGL 120,English Communication Level 1B,5.0,"English (CCE) : Second of four beginner-level workshops/courses designed for specific professional purposes.  Develops functional linguistic and communicative competence in all four skills: reading, writing, listening and speaking.    ",School of Continuing Studies,Language & Intercultural Comm.,"CEGL 110, Entrance Placement Test (EPT), or Permission of the Director ",,{},set()
1475,CEGL 130,English Communication Level 1C,5.0,"English (CCE) : Third of four beginner-level workshops/courses designed for specific professional purposes.  Develops functional linguistic and communicative competence in all four skills: reading, writing, listening and speaking.    ",School of Continuing Studies,Language & Intercultural Comm.,"CEGL 120, Entrance Placement Test (EPT), or Permission fo the Director ",,{},set()
1476,CEGL 140,English Communication Level 1D,5.0,"English (CCE) : Last of four beginner-level workshops/courses designed for specific professional purposes. Develops functional linguistic and communicative competence in all four skills: reading, writing, listening and speaking.    ",School of Continuing Studies,Language & Intercultural Comm.,"CEGL 130, Entrance Placement Test (EPT), or Permission of the Director ",,{},set()
1477,CEGL 170,Elementary 1 Essential English for Health Services,6.0,"English (CCE) : Intended for healthcare and social services providers, as well as for frontline administrative support staff who have no functional ability in English. Focuses on basic English language skills for professional purposes.    ",School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 171 ,"{'Fall': ['Giovanna Julia Mercuri-Albisi'], 'Winter': ['Giovanna Julia Mercuri-Albisi']}","{'Fall', 'Winter'}"
1478,CEGL 171,Elementary 1 English Conversation for Health Services,4.0,"English (CCE) : Focuses on basic English language speaking and listening comprehension skills essential to healthcare and social services providers, as well as for frontline administrative support staff who have no knowledge of English.

    ",School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 170 ,"{'Fall': ['Christina Strigas', 'Giovanna Julia Mercuri-Albisi'], 'Winter': ['Anis Balti', 'Giovanna Julia Mercuri-Albisi']}","{'Fall', 'Winter'}"
1479,CEGL 172,Elementary 2 Essential English for Health Services,6.0,"English (CCE) : Intended for healthcare and social services providers, as well as for frontline administrative support staff who have a limited functional ability in English. Focuses on elementary English language skills for professional purposes.    ",School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 173 ,"{'Fall': ['Giovanna Julia Mercuri-Albisi'], 'Winter': ['Giovanna Julia Mercuri-Albisi']}","{'Fall', 'Winter'}"
1480,CEGL 173,Elementary 2 English Conversation for Health Services,4.0,"English (CCE) : Focuses on elementary English language speaking and listening comprehension skills essential for healthcare and social services providers, as well as for frontline administrative support staff who have limited knowledge of English.    ",School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 173 ,"{'Fall': ['Elizabeth Lewis', 'Bryan Johnson', 'Mehdi Babaei', 'Kalina Papadimitriou', 'Giovanna Julia Mercuri-Albisi'], 'Winter': ['Bryan Johnson', 'Kalina Papadimitriou', 'Giovanna Julia Mercuri-Albisi']}","{'Fall', 'Winter'}"
1481,CEGL 174,Elementary 3 Essential English for Health Services,6.0,"English (CCE) : Intended for healthcare and social services providers, as well as for frontline administrative support staff who have a functional ability in English.  Focuses on high elementary English language skills for professional purposes.    ",School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 175 ,"{'Fall': ['Giovanna Julia Mercuri-Albisi'], 'Winter': ['Giovanna Julia Mercuri-Albisi']}","{'Fall', 'Winter'}"
1482,CEGL 175,Elementary 3 English Conversation for Health Services,4.0,"English (CCE) : Focuses on high elementary English language speaking and listening comprehension skills essential for healthcare and social services providers, as well as for frontline administrative support staff who have a functional knowledge of English.    ",School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 174 ,"{'Fall': ['Jill Landry', 'Mehdi Babaei', 'Jayme Bertrand', 'Sheila Kavousi', 'Carmen Enache', 'Carlene Gardner', 'Afrouz Mobayen', 'Sharon E Lax', 'Giovanna Julia Mercuri-Albisi'], 'Winter': ['Carmen Enache', 'Kalina Papadimitriou', 'Valerie Markham', 'Afrouz Mobayen', 'Ilham Reda', 'Christina Strigas', 'Bryan Johnson', 'Giovanna Julia Mercuri-Albisi']}","{'Fall', 'Winter'}"
1483,CEGL 210,English Communication Level 2A,5.0,"English (CCE) : First of six intermediate-level workshops/courses designed for specific professional purposes.  Develops linguistic and communicative competence applicable to targeted work-related situations, preparing learners for interaction in English in the real world.    ",School of Continuing Studies,Language & Intercultural Comm.,"CEGL 140, Entrance Placement Test (EPT), or Permission of the Director ",,{},set()
1484,CEGL 213,Intensive English - Elementary 1,20.0,"English (CCE) : Designed for students who are evaluated as false beginners possessing a basic knowledge of English. Classes offer instruction in listening, reading, speaking, and writing. Course content provides students with the essential linguistic, communicative, and socio-cultural skills required to function in familiar situations related to daily life and familiar interactions.    ",School of Continuing Studies,Language & Intercultural Comm.,Entrance Placement Test or Permission of the Director ,,"{'Fall': ['Kevin Edward Callahan', 'Firas Khairi Alhafidh', 'Devaki Cynthia Groulx', 'Dean Garlick', 'Ashifa Shamji']}",{'Fall'}
1485,CEGL 215,English Grammar at Work,8.0,"English (CCE) : Designed for students at a mid-intermediate level wishing to improve their grammatical accuracy in written communication for the workplace at that level. Explores English grammatical rules, thematic vocabulary, and self-correction strategies through a variety of exercises and writing tasks embedded in common work-related situations    ",School of Continuing Studies,Language & Intercultural Comm.,Placement Test of Written English (PTWE) or Permission of the Director ,CEGL 216 ,"{'Fall': ['Lisa Simpson', 'Ashifa Shamji'], 'Winter': ['Ashifa Shamji', 'Lisa Simpson']}","{'Fall', 'Winter'}"
1486,CEGL 216,English Grammar and Writing in Context 1,8.0,"English (CCE) : Designed for students at a mid-intermediate level wishing to improve their overall grammatical skills at that level. Explores the appropriate use of English grammar at the sentence level, thematic vocabulary and self correction strategies through a variety of learning activities embedded in common work related situations.    ",School of Continuing Studies,Language & Intercultural Comm.,Placement Test of Written English (PTWE) or Permission of the Director ,CEGL 215 ,"{'Fall': ['Lisa Simpson', 'Mehdi Babaei'], 'Winter': ['Lisa Simpson']}","{'Fall', 'Winter'}"
1487,CEGL 220,English Communication Level 2B,5.0,"English (CCE) : Second of six intermediate-level workshops/courses designed for specific professional purposes.  Develops linguistics and communicative competence applicable to targeted work-related situations, preparing learners for interaction in English in the real world.    ",School of Continuing Studies,Language & Intercultural Comm.,"CEGL 210, Entrance Placement Test (EPT), or Permission of the Director ",,{},set()
1488,CEGL 223,Intensive English - Elementary 2,20.0,"English (CCE) : Designed for students wishing to achieve competency in speaking, writing, listening, and reading skills in English at a high elementary level. Course content provides students with the essential linguistic, communicative, and socio-cultural skills required to function in real life situations related to personal life and living in an urban environment such as Montreal.    ",School of Continuing Studies,Language & Intercultural Comm.,CEGL 213 or Entrance Placement Test or Permission of the Director ,,"{'Fall': ['Kevin Edward Callahan', 'Firas Khairi Alhafidh', 'Dina Evangelinelis', 'Carmen Borsellino', 'Kamran Ghazi', 'Kathleen Mary Horner'], 'Winter': ['Carmen Borsellino', 'Dina Evangelinelis'], 'Summer': ['Dina Evangelinelis', 'Carmen Borsellino', 'Devaki Cynthia Groulx']}","{'Summer', 'Fall', 'Winter'}"
1489,CEGL 228,Pronunciation Clinic 1,6.0,"English (CCE) : For students with an elementary-to-low-intermediate knowledge of English who require particular pronunciation practice. A basic overview of the English phonetic system with an emphasis on segmentals, linking and rhythm. Special attention will be given to individual pronunciation problems. / 
Pour les étudiants de niveau débutant, élémentaire ou intermédiaire bas qui ont besoin d'une formation pratique pour améliorer leur prononciation en anglais. Une introduction de base du système phonétique avec un accent particulier sur les segments, le rythme et les liaisons. Pédagogie dynamique. Les problèmes individuels seront traités avec une attention toute particulière.
    ",School of Continuing Studies,Language & Intercultural Comm.,CEGL 102 or Permission of Director ,,{},set()
1490,CEGL 230,English Communication Level 2C,5.0,"English (CCE) : Third of six intermediate-level workshops/courses designed for specific professional purposes.  Develops linguistics and communicative competence applicable to targeted work-related situations, preparing learners for interaction in English in the real world.    ",School of Continuing Studies,Language & Intercultural Comm.,"CEGL 220, Entrance Placement Test (EPT), or Permission of the Director ",,{},set()
1491,CEGL 238,Pronunciation Clinic 2,6.0,"English (CCE) : For students with a mid-intermediate to advanced knowledge of English who wish to improve their pronunciation. A comprehensive overview of the English sound system with an emphasis on supra-segmentals, stress and intonation. Special attention will be given to individual pronunciation problems. / 
Pour les étudiants de niveau intermédiaire moyen et élevé et de niveau avancé qui souhaitent corriger ou améliorer leur prononciation en anglais. Une révision complète du système des sons de la langue anglaise avec un accent particulier sur les supra-segments, l'accentuation et l'intonation. Pédagogie dynamique. Les problèmes individuels seront traités avec une attention toute particulière.
    ",School of Continuing Studies,Language & Intercultural Comm.,CEGL 228 or CEEN 221 and CEEN 222 or permission of Director ,,"{'Fall': ['Cheryl Marie Conroy'], 'Winter': ['Cheryl Marie Conroy']}","{'Fall', 'Winter'}"
1492,CEGL 240,English Communication Level 2D,5.0,"English (CCE) : Fourth of six intermediate-level workshops/courses designed for specific professional purposes.  Develops linguistics and communicative competence applicable to targeted work-related situations, preparing learners for interaction in English in the real world.    ",School of Continuing Studies,Language & Intercultural Comm.,"CEGL 230, Entrance Placement Test (EPT), or Permission of the Director ",,"{'Fall': ['Kevin Arthur Stanley', 'Anne Roop'], 'Winter': ['Kevin Arthur Stanley', 'Kamran Ghazi']}","{'Fall', 'Winter'}"
1493,CEGL 250,English Communication Level 2E,5.0,"English (CCE) : Fifth of six intermediate-level workshops/courses designed for specific professional purposes.  Develops linguistics and communicative competence applicable to targeted work-related situations, preparing learners for interaction in English in the real world.    ",School of Continuing Studies,Language & Intercultural Comm.,"CEGL 240, Entrance Placement Test (EPT), or Permission of the Director ",,{},set()
1494,CEGL 254,Advanced English 1,12.0,"English (CCE) : Academic and business writing techniques, including note- taking, essays, and letters of request and reply.    ",School of Continuing Studies,Language & Intercultural Comm.,CEGL 243 or Michigan Test of English Proficiency (80-85%) or permission of the instructor ,,{},set()
1495,CEGL 260,English Communication Level 2F,5.0,"English (CCE) : Last of six intermediate-level workshops/courses designed for specific professional purposes.  Develops linguistic and communicative competence applicable to targeted work-related situations, preparing learners for interaction in English in the real world.    ",School of Continuing Studies,Language & Intercultural Comm.,"CEGL 250, Entrance Placement Test (EPT), or Permission of the Director ",,"{'Fall': ['Kevin Arthur Stanley', 'Carlene Gardner']}",{'Fall'}
1496,CEGL 270,Intermediate 1 Essential English for Health Services,6.0,"English (CCE) : Intended for healthcare and social services providers, as well as for frontline administrative support staff who have a solid foundation in elementary English. Focuses on linguistic and communicative competence applicable to targeted work-related situations, preparing learners for interaction in English in their respective milieus.    ",School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 271 ,"{'Fall': ['Giovanna Julia Mercuri-Albisi'], 'Winter': ['Giovanna Julia Mercuri-Albisi']}","{'Fall', 'Winter'}"
1497,CEGL 271,Intermediate 1 English Conversation for Health Services,4.0,"English (CCE) : Focuses on low-intermediate English language speaking and listening comprehension skills essential for healthcare and social services providers, as well as for frontline administrative support staff who have a solid foundation in elementary English.    ",School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 270 ,"{'Fall': ['Sheila Kavousi', 'Bryan Johnson', 'Jayme Bertrand', 'Haidee Lefebvre', 'Alaa Al-Musalli', 'Amy Curtis-Webber', 'Susan Jackson', 'April Passi', 'Giovanna Julia Mercuri-Albisi', 'Ilham Reda', 'Christina Strigas', 'Anis Balti'], 'Winter': ['Adriana Monteiro Lima', 'Jill Landry', 'Lilian Cristina Hsyu', 'Carlene Gardner', 'Anne Roop', 'Kirsten Stolberg', 'Elizabeth Lewis', 'Kamran Ghazi', 'Ilham Reda', 'Sonia Hambleton', 'Bryan Johnson']}","{'Fall', 'Winter'}"
1498,CEGL 272,Intermediate 2 Essential English for Health Services,6.0,"English (CCE) : Intended for healthcare and social services providers, as well as for frontline administrative support staff who have a low-intermediate level of proficiency in English. Focuses on linguistic and communicative competence applicable to targeted work-related situations, preparing learners for interaction in English in their respective milieus.    ",School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 273 ,"{'Fall': ['Giovanna Julia Mercuri-Albisi'], 'Winter': ['Giovanna Julia Mercuri-Albisi']}","{'Fall', 'Winter'}"
1499,CEGL 273,Intermediate 2 English Conversation for Health Services,4.0,"English (CCE) : Focuses on mid-intermediate English language speaking and listening comprehension skills essential for healthcare and social services providers, as well as for frontline administrative support staff who have a low-intermediate proficiency in English.    ",School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 272 ,"{'Fall': ['Kirsten Stolberg', 'Anis Balti', 'Roshan Patroo', 'Robert Labelle', 'Elizabeth Lewis', 'Melissa Caputo', 'Jill Landry', 'Ellen Phillips', 'Amy Curtis-Webber', 'Bryan Johnson', 'Alexandra Simonelis', 'Sonya Crocker', 'Giovanna Julia Mercuri-Albisi'], 'Winter': ['Carlene Gardner', 'Lisa Simpson', 'Anne Roop', 'Ellen Phillips', 'Roshan Patroo', 'Melissa Caputo', 'Robert Labelle', 'Amy Curtis-Webber', 'Susan Jackson', 'Mehdi Babaei', 'Kalina Papadimitriou']}","{'Fall', 'Winter'}"
1500,CEGL 274,Intermediate 3 Essential English for Health Services,6.0,"English (CCE) : Intended for healthcare and social services providers, as well as for frontline administrative support staff who have a mid-intermediate level of proficiency in English. Focuses on linguistic and communicative competence applicable to targeted work-related situations, preparing learners for interaction in English in their respective milieus.    ",School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 275 ,"{'Fall': ['Giovanna Julia Mercuri-Albisi'], 'Winter': ['Giovanna Julia Mercuri-Albisi']}","{'Fall', 'Winter'}"
1501,CEGL 275,Intermediate 3 English Conversation for Health Services,4.0,"English (CCE) : Focuses on high-intermediate English language speaking and listening comprehension skills essential to healthcare and social services providers, as well as for frontline administrative support staff who have a mid-intermediate proficiency in English.    ",School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 274 ,"{'Fall': ['Ilham Reda', 'Elizabeth Lewis', 'Lilian Cristina Hsyu', 'Roshan Patroo', 'Amy Curtis-Webber', 'Robert Labelle', 'Ellen Phillips', 'Kalina Papadimitriou', 'Abigail Shabtay', 'Giovanna Julia Mercuri-Albisi', 'Suzanne Daningburg'], 'Winter': ['Jill Landry', 'Ilham Reda', 'Giovanna Julia Mercuri-Albisi', 'Elizabeth Lewis', 'Lisa Simpson', 'Vesselina Kitkarska', 'Sonya Crocker', 'Alexandra Simonelis', 'Bryan Johnson', 'Monica Anne Trumbach', 'Sonia Hambleton']}","{'Fall', 'Winter'}"
1502,CEGL 300,Specialized ESL for Academic/Professional Purposes,16.0,"English (CCE) : This course develops linguistic, communicative, functional, discursive and socio-cultural competencies. Learners will put into practice various techniques necessary for effective oral and written communication in academic and professional contexts.    ",School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",,{},set()
1503,CEGL 301,Language for Specific Purposes: Tourism Business,16.0,"English (CCE) : This specialized, industry-specific language course develops linguistic, communicative, functional, discursive and socio-cultural competencies in English as a second/foreign language.  Learners will put into practice various techniques necessary for effective strategic and intercultural communication necessary in the business of tourism.    ",School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",,{},set()
1504,CEGL 310,English Communication Level 3A,5.0,"English (CCE) : First of four advanced-level worshops/courses designed for specific professional purposes.  Develops a high degree of fluency in English, and hones linguistic and communicative skills in selected in work-related contexts.    ",School of Continuing Studies,Language & Intercultural Comm.,"CEGL 260, Entrance Placement Test (EPT), or Permission of the Director ",,"{'Winter': ['Kevin Arthur Stanley', 'Anne Roop']}",{'Winter'}
1505,CEGL 313,Intensive English - Intermediate 1,20.0,"English (CCE) : Designed for students wishing to achieve competency in speaking, writing, listening and reading in English at a low-intermediate level. Course content provides students with the essential linguistic, communicative and socio-cultural skills required to initiate and respond to spontaneous interactions in a variety of real-life situations.    ",School of Continuing Studies,Language & Intercultural Comm.,"CEGL 223, or Entrance Placement Test or Permission of the Director ",,"{'Fall': ['Kevin Edward Callahan', 'Firas Khairi Alhafidh', 'Natasha Roy', 'Michael Langevin', 'Melanie Stuy', 'Alaa Al-Musalli'], 'Winter': ['Giovanna Julia Mercuri-Albisi', 'Natasha Roy'], 'Summer': ['Natasha Roy', 'Michael Langevin']}","{'Summer', 'Fall', 'Winter'}"
1506,CEGL 315,English Grammar and Writing in Context 2,8.0,"English (CCE) : Designed for students at a high-intermediate level wishing to improve their overall grammatical skills at that level. Explores the appropriate use of English grammar at the complex sentence level, thematic vocabulary and self correction strategies through a wide range of learning activities embedded in various work related situations.    ",School of Continuing Studies,Language & Intercultural Comm.,"CEGL 215 and CEGL 216, Placement Test of Written English (PTWE) or Permission of the Director. ",CEGL 316. ,"{'Fall': ['Lisa Simpson', 'Jonathan Mitchell', 'Hinako Takeuchi'], 'Winter': ['Jonathan Mitchell', 'Lisa Simpson']}","{'Fall', 'Winter'}"
